customerID,gender,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2709-UQGNP,Male,Yes,Mailed check,51.65,524.5,No
3549-ZTMNH,Male,Yes,Bank transfer (automatic),24,269.65,No
7881-INRLC,Male,Yes,Credit card (automatic),100.85,4740,Yes
8033-ATFAS,Female,Yes,Mailed check,59.85,2341.5,No
1635-NZATJ,Male,No,Credit card (automatic),25.45,1789.65,No
0562-HKHML,Male,No,Credit card (automatic),23.9,1626.4,No
8277-RVRSV,Female,No,Credit card (automatic),24.15,800.3,No
9943-VSZUV,Male,Yes,Mailed check,75.7,5060.85,No
0117-LFRMW,Male,No,Bank transfer (automatic),40.2,1448.8,Yes
6172-FECYY,Male,No,Electronic check,84.5,4254.85,Yes
7054-ENNGU,Female,No,Mailed check,50.85,466.6,No
1455-HFBXA,Male,Yes,Credit card (automatic),91.6,4627.8,No
9402-CXWPL,Female,No,Electronic check,98.9,6838.6,No
1628-BIZYP,Male,Yes,Electronic check,85,85,No
1965-AKTSX,Female,Yes,Electronic check,78.95,1101.85,Yes
0082-LDZUE,Male,Yes,Mailed check,44.3,44.3,No
4786-UKSNZ,Male,No,Mailed check,20.2,20.2,Yes
5343-SGUBI,Female,Yes,Mailed check,80.2,4297.6,No
0856-NAOES,Male,No,Mailed check,60.9,414.1,No
1976-AZZPJ,Male,No,Mailed check,34.2,256.6,No
7248-VZQLC,Female,Yes,Bank transfer (automatic),85.2,3969.35,Yes
6156-UZDLF,Female,Yes,Credit card (automatic),87.15,2274.1,No
3099-OONVS,Male,No,Electronic check,54.3,1296.8,No
9500-WBGRP,Male,Yes,Mailed check,19.1,1268.85,No
5183-KLYEM,Female,Yes,Credit card (automatic),112.75,8192.6,No
5144-PQCDZ,Male,Yes,Mailed check,19.95,59.25,No
8514-VZHEB,Male,No,Mailed check,19.5,1147.85,No
6625-IUTTT,Male,No,Bank transfer (automatic),65.55,4361.55,No
9355-NPPFS,Female,Yes,Electronic check,78.8,2006.1,No
0068-FIGTF,Female,No,Mailed check,78.2,2078.95,No
5965-GGPRW,Male,No,Bank transfer (automatic),105.25,7609.75,No
8035-PWSEV,Female,Yes,Electronic check,89.25,487.05,No
2236-HILPA,Male,No,Credit card (automatic),20.65,1218.45,No
1840-BIUOG,Male,Yes,Electronic check,68.7,1416.2,No
1356-MKYSK,Male,No,Credit card (automatic),78.65,483.3,No
6080-LNESI,Male,No,Mailed check,24.75,1234.6,No
1830-IPXVJ,Female,No,Credit card (automatic),19.75,1311.6,No
5828-DWPIL,Male,Yes,Electronic check,89.1,5618.3,No
8398-TBIYD,Female,Yes,Bank transfer (automatic),84.7,6185.15,No
0011-IGKFF,Male,Yes,Electronic check,98,1237.85,Yes
4192-GORJT,Male,Yes,Electronic check,94.45,498.1,Yes
6496-SLWHQ,Male,Yes,Electronic check,105,294.45,Yes
9912-GVSEQ,Female,Yes,Electronic check,93.85,2381.55,Yes
2931-FSOHN,Male,Yes,Electronic check,59.9,788.35,No
9418-RUKPH,Female,Yes,Mailed check,19.95,756.4,No
5383-MMTWC,Female,Yes,Electronic check,84,613.4,Yes
9971-ZWPBF,Male,Yes,Electronic check,108.9,3625.2,No
4712-AUQZO,Male,No,Mailed check,33.6,550.35,No
9711-FJTBX,Male,Yes,Mailed check,85.85,4793.8,No
2908-ZTPNF,Female,Yes,Bank transfer (automatic),34.85,1267.2,No
7240-ETPTR,Female,Yes,Electronic check,48.75,442.2,Yes
2202-CUYXZ,Male,Yes,Electronic check,84.85,84.85,Yes
5995-OIGLP,Male,No,Mailed check,56.65,654.85,Yes
8421-WZOOW,Female,Yes,Credit card (automatic),95.3,5567.45,No
6261-RCVNS,Female,No,Credit card (automatic),73.9,3160.55,Yes
7951-QKZPL,Female,Yes,Mailed check,24.5,740.3,Yes
1414-YADCW,Male,No,Bank transfer (automatic),84.6,5706.2,No
8756-RDDLT,Female,No,Electronic check,44.95,3085.35,No
2862-PFNIK,Male,Yes,Electronic check,24.7,24.7,No
5816-QVHRX,Female,No,Credit card (automatic),100.3,3541.4,No
4430-YHXGG,Female,Yes,Mailed check,25.45,84.2,No
6888-SBYAI,Male,Yes,Mailed check,50.7,50.7,No
7395-XWZOY,Male,Yes,Credit card (automatic),55,1165.55,No
7169-YWAMK,Male,No,Bank transfer (automatic),68.4,4855.35,No
3640-PHQXK,Female,Yes,Electronic check,89.9,2806.9,Yes
6877-LGWXO,Male,No,Electronic check,78.55,1422.65,Yes
6859-RKMZJ,Male,Yes,Bank transfer (automatic),55.05,608.15,No
2729-VNVAP,Female,No,Credit card (automatic),19.8,641.35,No
2957-JIRMN,Female,No,Electronic check,84.45,4959.15,No
2049-BAFNW,Female,No,Mailed check,35.9,35.9,No
3842-QTGDL,Male,No,Bank transfer (automatic),80.75,1321.3,No
7163-OCEQI,Male,Yes,Mailed check,78.65,1663.75,No
9782-LGXMC,Female,No,Bank transfer (automatic),61.75,3024.15,No
5975-BAICR,Male,Yes,Credit card (automatic),63.7,2188.5,No
8019-ENHXU,Male,Yes,Electronic check,99.45,4138.05,Yes
5167-GBFRE,Male,Yes,Bank transfer (automatic),25.2,102.5,Yes
9033-EOXWV,Female,No,Mailed check,74.05,872.65,Yes
4673-KKSLS,Female,No,Electronic check,87.6,2724.25,No
4853-OITSN,Male,Yes,Electronic check,89.15,413.25,No
9800-OUIGR,Male,No,Credit card (automatic),20,1374.2,No
1324-NLTJE,Female,No,Credit card (automatic),55,757.1,Yes
2324-EFHVG,Male,Yes,Bank transfer (automatic),104.4,6692.65,No
7094-MSZAO,Male,Yes,Credit card (automatic),20.05,218.5,No
1522-VVDMG,Male,Yes,Electronic check,89.75,608.8,Yes
6907-CQGPN,Male,No,Electronic check,34.3,1004.75,No
0780-XNZFN,Male,No,Bank transfer (automatic),20.65,1125.6,No
0239-OXEXL,Female,No,Mailed check,84.25,3847.6,No
2675-IJRGJ,Male,No,Bank transfer (automatic),19.65,978,No
7049-GKVZY,Female,No,Credit card (automatic),79.85,1387.35,No
8577-QSOCG,Female,Yes,Mailed check,20.2,746.05,No
3721-CNZHX,Male,No,Mailed check,19.8,304.6,No
0212-ISBBF,Female,Yes,Electronic check,50.35,1098.85,No
9185-TQCVP,Male,Yes,Electronic check,85.15,1139.2,Yes
3585-YNADK,Female,No,Bank transfer (automatic),74.6,4368.95,No
5271-DBYSJ,Male,Yes,Credit card (automatic),79.15,827.7,No
1099-GODLO,Female,No,Mailed check,20.35,20.35,No
6828-HMKWP,Male,No,Bank transfer (automatic),21.05,262.05,No
5567-WSELE,Male,Yes,Electronic check,94.6,279.55,Yes
1472-TNCWL,Male,Yes,Electronic check,94.7,3512.5,No
8063-RJYNF,Male,Yes,Electronic check,94.25,1483.25,Yes
0687-ZVTHB,Male,No,Credit card (automatic),72.45,4653.85,Yes
2080-GKCWQ,Male,No,Electronic check,74.95,151.75,No
9661-ACXBS,Female,Yes,Electronic check,105.2,4400.75,Yes
2193-SFWQW,Male,No,Bank transfer (automatic),111.95,8033.1,No
5656-JAMLX,Male,No,Bank transfer (automatic),19.85,1253.65,No
3462-BJQQA,Female,Yes,Electronic check,89.75,552.65,No
0442-TDYUO,Male,Yes,Mailed check,20.05,1036,No
6733-LRIZX,Male,Yes,Electronic check,108.95,4025.5,No
9503-XJUME,Male,No,Credit card (automatic),19.65,928.4,No
4367-NHWMM,Female,Yes,Mailed check,24.9,24.9,No
3727-RJMEO,Male,Yes,Electronic check,82.85,460.25,Yes
3779-OSWCF,Female,No,Credit card (automatic),93.2,6506.15,No
6736-DHUQI,Female,No,Bank transfer (automatic),84.8,5598.3,No
3915-ODIYG,Male,Yes,Electronic check,71.75,4374.55,No
1360-RCYRT,Male,Yes,Bank transfer (automatic),30.35,678.75,No
2724-FJDYW,Male,No,Bank transfer (automatic),54.85,2191.7,No
4451-RWASJ,Male,Yes,Mailed check,19.5,239.75,No
6646-VRFOL,Male,Yes,Electronic check,103.85,5485.5,Yes
3460-TJBWI,Male,No,Mailed check,24.2,609.05,No
5917-HBSDW,Female,No,Electronic check,19.35,683.75,No
5685-IIXLY,Female,Yes,Electronic check,83.6,404.2,Yes
5671-UUNXD,Female,Yes,Electronic check,100.65,5189.75,No
0956-ACVZC,Female,Yes,Credit card (automatic),94.1,5060.9,No
2325-NBPZG,Female,Yes,Electronic check,74.55,233.65,No
4250-ZBWLV,Male,No,Electronic check,108.45,7176.55,Yes
4482-FTFFX,Male,No,Electronic check,56.15,291.45,No
8859-DZTGQ,Male,No,Mailed check,20.35,689.75,No
0440-MOGPM,Female,Yes,Electronic check,80.55,3263.9,No
0020-JDNXP,Female,No,Mailed check,61.25,1993.2,No
3752-CQSJI,Female,Yes,Mailed check,20.45,254.5,No
5025-GOOKI,Female,Yes,Credit card (automatic),18.9,347.65,No
4698-KVLLG,Female,No,Credit card (automatic),19.6,967.9,No
5095-AESKG,Female,Yes,Credit card (automatic),91.5,242.95,Yes
2887-JPYLU,Female,No,Bank transfer (automatic),45.2,1841.9,No
4770-QAZXN,Female,No,Credit card (automatic),19.45,232.1,No
4896-CPRPF,Male,No,Bank transfer (automatic),25.45,809.25,No
1871-MOWRM,Male,No,Bank transfer (automatic),80.85,866.45,Yes
9714-EDSUC,Male,Yes,Mailed check,94.9,360.55,No
2027-OAQQC,Female,Yes,Bank transfer (automatic),49.05,2076.2,Yes
0282-NVSJS,Female,Yes,Mailed check,29.3,355.9,No
9090-SGQXL,Male,Yes,Electronic check,105.3,7299.65,Yes
6595-YGXIT,Male,Yes,Electronic check,88.95,2291.2,Yes
7353-YOWFP,Female,No,Mailed check,20.25,129.15,No
9835-ZIITK,Male,Yes,Electronic check,110.85,7491.75,Yes
8008-ESFLK,Female,No,Electronic check,110.5,5835.5,No
7537-CBQUZ,Male,Yes,Bank transfer (automatic),109.4,7031.45,No
1555-DJEQW,Female,Yes,Bank transfer (automatic),114.2,7723.9,Yes
5649-TJHOV,Male,No,Bank transfer (automatic),36.5,1032,Yes
0519-XUZJU,Female,No,Mailed check,70.75,70.75,Yes
3363-EWLGO,Female,No,Mailed check,19.95,109.6,No
4750-UKWJK,Female,No,Mailed check,19.6,727.8,No
6338-AVWCY,Male,Yes,Mailed check,40.15,130.75,Yes
1689-YQBYY,Female,Yes,Electronic check,76.6,893,No
4487-ZYJZK,Female,No,Credit card (automatic),19.6,763.1,No
2959-FENLU,Female,Yes,Credit card (automatic),85.3,781.4,No
0708-LGSMF,Male,Yes,Electronic check,65.85,902.25,No
9253-QXKBE,Male,Yes,Electronic check,94.45,2653.65,Yes
7634-HLQJR,Female,No,Credit card (automatic),20.05,1016.7,No
0487-RPVUM,Male,No,Bank transfer (automatic),99.4,5943.65,No
4079-ULGFR,Male,No,Mailed check,20,275.7,No
2516-XSJKX,Female,No,Electronic check,78.45,3126.45,No
0057-QBUQH,Female,Yes,Electronic check,25.1,1070.15,No
9445-SZLCH,Female,Yes,Bank transfer (automatic),97.35,3457.9,Yes
6599-SFQVE,Female,Yes,Electronic check,55,340.4,No
8331-ZXFOE,Female,Yes,Credit card (automatic),71.1,4299.2,No
4003-FUSHP,Male,Yes,Credit card (automatic),61.55,1093.2,No
0356-ERHVT,Male,Yes,Bank transfer (automatic),45.9,521.9,No
7325-ENZFI,Female,Yes,Bank transfer (automatic),40.3,1630.4,No
4884-ZTHVF,Female,Yes,Electronic check,87.1,713.6,No
3920-HIHMQ,Female,Yes,Mailed check,49.5,1265.65,No
3055-OYMSE,Female,Yes,Credit card (automatic),73.8,4003.85,No
0613-WUXUM,Female,Yes,Mailed check,19.2,1401.4,No
7568-PODML,Male,Yes,Mailed check,45.3,45.3,Yes
4458-KVRBJ,Male,No,Mailed check,25,1510.5,No
5349-IECLD,Male,No,Electronic check,94.95,178.1,Yes
1397-XKKWR,Male,No,Mailed check,35.3,264.8,No
3945-GFWQL,Female,Yes,Electronic check,44.55,480.6,Yes
8097-OMULG,Male,No,Credit card (automatic),76.75,4541.9,No
6013-BHCAW,Male,Yes,Bank transfer (automatic),81,4976.15,No
0401-WDBXM,Male,Yes,Bank transfer (automatic),105.55,7542.25,No
3387-PLKUI,Female,No,Mailed check,18.8,251.25,No
6096-EGVTU,Female,No,Mailed check,24.9,1595.5,No
3797-VTIDR,Male,Yes,Electronic check,23.45,23.45,Yes
5081-NWSUP,Female,No,Mailed check,64.9,685.55,No
2580-ATZSQ,Female,No,Bank transfer (automatic),61.35,3874.1,No
8085-MSNLK,Female,No,Mailed check,113.95,6891.4,No
9691-HKOVS,Female,Yes,Electronic check,90.15,4916.95,No
9881-VCZEP,Female,No,Electronic check,54.1,1373,No
9526-BIHHD,Male,No,Mailed check,29.7,29.7,Yes
8757-TFHHJ,Male,Yes,Credit card (automatic),49.8,49.8,No
4523-WXCEF,Female,No,Electronic check,101.1,6039.9,Yes
1468-DEFNC,Male,Yes,Bank transfer (automatic),24.4,1548.65,No
5119-KEPFY,Male,Yes,Bank transfer (automatic),95,3440.25,No
8364-TRMMK,Female,Yes,Mailed check,50.65,151.3,Yes
0916-KNFAJ,Male,Yes,Mailed check,69.9,4226.7,No
8319-QBEHW,Male,Yes,Bank transfer (automatic),39.95,1023.75,No
3063-QFSZL,Female,Yes,Electronic check,55.4,55.4,Yes
8775-LHDJH,Female,Yes,Electronic check,90.6,90.6,Yes
9625-QNLUX,Male,Yes,Credit card (automatic),103.25,7074.4,No
3097-NQYSN,Male,Yes,Mailed check,86.85,156.35,Yes
4024-CSNBY,Female,Yes,Bank transfer (automatic),94.25,6849.75,No
7110-BDTWG,Female,Yes,Electronic check,47.05,3263.6,No
7493-GVFIO,Male,No,Credit card (automatic),20.55,1252.85,No
0690-SRQID,Male,Yes,Mailed check,19.65,67.55,No
9605-WGJVW,Female,Yes,Electronic check,70.2,70.2,No
9114-DPSIA,Male,No,Credit card (automatic),81,5750,No
4700-UBQMV,Male,Yes,Bank transfer (automatic),75.9,1549.75,No
7711-GQBZC,Female,No,Bank transfer (automatic),24.7,1810.55,No
3565-UNOCC,Female,Yes,Bank transfer (automatic),99.05,2952.85,Yes
4627-MIHJH,Female,No,Credit card (automatic),110.25,7467.55,No
9795-NREXC,Female,Yes,Credit card (automatic),85,5484.4,No
8573-CGOCC,Male,No,Credit card (automatic),19.75,294.9,No
7356-AYNJP,Female,No,Electronic check,23.9,97.5,No
9249-FXSCK,Female,Yes,Credit card (automatic),111.25,5916.45,Yes
5493-SDRDQ,Male,Yes,Mailed check,55.1,113.35,Yes
6286-SUUWT,Male,No,Mailed check,19.95,19.95,No
4819-HJPIW,Male,No,Mailed check,25.15,476.8,No
8654-DHAOW,Female,No,Mailed check,54.15,101.65,No
5438-QMDDL,Female,Yes,Mailed check,59.8,1130.85,No
9812-GHVRI,Female,No,Bank transfer (automatic),83.85,3532.25,No
5553-AOINX,Female,Yes,Electronic check,104.9,6891.45,No
1228-ZLNBX,Male,No,Mailed check,75.3,1570.7,No
4226-KKDON,Male,Yes,Electronic check,66.65,520.95,No
3831-YCPUO,Female,Yes,Credit card (automatic),109.5,7854.9,No
7445-WMRBW,Female,Yes,Bank transfer (automatic),73.85,3581.4,No
3308-DGHKL,Male,Yes,Bank transfer (automatic),19.3,1447.9,No
9924-JPRMC,Male,Yes,Electronic check,118.2,8547.15,No
0080-EMYVY,Female,No,Credit card (automatic),51.45,727.85,No
6218-KNUBD,Male,No,Electronic check,59.45,357.6,No
7337-CINUD,Female,No,Bank transfer (automatic),19.5,159.35,No
7609-NRNCA,Female,No,Mailed check,19.55,280.85,No
0623-EJQEG,Male,No,Electronic check,93.55,6069.25,No
7153-CHRBV,Female,Yes,Mailed check,59.3,3274.35,No
0871-URUWO,Male,Yes,Credit card (automatic),102.25,1359,Yes
9190-MFJLN,Male,Yes,Credit card (automatic),95.9,1777.9,Yes
6198-PNNSZ,Female,No,Bank transfer (automatic),109.8,6109.65,No
3317-VLGQT,Female,Yes,Electronic check,78.1,1122.4,No
4132-POCZS,Male,Yes,Electronic check,39.9,2020.9,No
5614-DNZCE,Female,Yes,Credit card (automatic),64.9,3795.45,No
1095-JUDTC,Female,Yes,Electronic check,95.05,4504.55,Yes
3896-RCYYE,Female,Yes,Credit card (automatic),53.4,3579.15,No
9638-JIQYA,Male,Yes,Credit card (automatic),24.9,49.7,No
3258-SANFR,Male,No,Credit card (automatic),44.7,276.5,No
3726-TBHQT,Male,Yes,Bank transfer (automatic),114,8175.9,No
3190-ITQXP,Female,No,Bank transfer (automatic),20.25,890.35,No
0870-VEMYL,Female,No,Credit card (automatic),53.85,259.8,Yes
4833-QTJNO,Male,No,Bank transfer (automatic),83.85,5588.8,No
3039-MJSLN,Male,No,Bank transfer (automatic),20.2,50.6,No
0178-CIIKR,Female,No,Mailed check,19.95,58,No
5385-SUIRI,Male,Yes,Electronic check,104.2,5568.35,Yes
3982-XWFZQ,Female,Yes,Electronic check,50.25,2203.65,Yes
5774-QPLTF,Male,Yes,Mailed check,20.35,938.95,No
2322-VCZHZ,Male,Yes,Electronic check,90,2024.1,No
5010-IPEAQ,Female,No,Credit card (automatic),54.2,3623.95,No
4009-ALQFH,Female,Yes,Electronic check,99.5,2369.05,Yes
6383-ZTSIW,Female,No,Mailed check,99.1,3877.95,No
8990-YOZLV,Female,Yes,Mailed check,66.9,4577.9,No
3069-SSVSN,Female,No,Mailed check,25.85,25.85,No
5222-IMUKT,Male,No,Electronic check,91.05,2871.5,No
3627-FCRDW,Female,No,Electronic check,71,672.55,Yes
7562-GSUHK,Female,Yes,Credit card (automatic),93.2,1573.7,Yes
6685-XSHHU,Male,Yes,Bank transfer (automatic),20.95,1270.55,No
8901-UPRHR,Female,Yes,Bank transfer (automatic),109.2,7711.45,No
4903-UYAVB,Male,No,Mailed check,19.35,126.05,Yes
0118-JPNOY,Female,Yes,Credit card (automatic),85.8,2193.65,No
6776-TLWOI,Male,No,Mailed check,19.85,64.55,Yes
3845-FXCYS,Male,Yes,Electronic check,19.65,31.2,No
5857-XRECV,Female,No,Bank transfer (automatic),20.5,38.25,No
0725-CXOTM,Female,Yes,Credit card (automatic),89.65,3348.1,No
4343-EJVQB,Male,No,Mailed check,74.35,533.6,No
9000-PLFUZ,Female,Yes,Credit card (automatic),49.45,2907.55,No
3427-GGZZI,Female,Yes,Electronic check,89.1,1620.8,No
7779-ORAEL,Male,No,Credit card (automatic),75.15,3480.35,No
0644-OQMDK,Male,Yes,Electronic check,70.65,293.85,No
4077-CROMM,Female,Yes,Electronic check,104.2,3243.45,Yes
3154-CFSZG,Male,No,Electronic check,90.05,4137.2,No
2868-MZAGQ,Male,Yes,Electronic check,79.25,79.25,Yes
4847-QNOKA,Female,Yes,Bank transfer (automatic),44.9,44.9,Yes
2220-IAHLS,Female,No,Credit card (automatic),19.4,19.4,No
1658-XUHBX,Female,Yes,Credit card (automatic),88.75,5348.65,No
6379-RXJRQ,Male,Yes,Electronic check,70.1,659.65,Yes
2378-HTWFW,Male,No,Credit card (automatic),91,3180.5,No
8650-RHRKE,Male,Yes,Electronic check,29.65,118.5,Yes
4377-VDHYI,Male,Yes,Electronic check,90.8,3023.85,No
0475-RIJEP,Male,Yes,Electronic check,77.85,3365.85,Yes
1260-TTRXI,Male,No,Electronic check,54.3,195.3,Yes
3719-TDVQB,Female,Yes,Mailed check,18.95,1031.1,No
6328-ZPBGN,Female,Yes,Bank transfer (automatic),95.15,997.65,Yes
0201-MIBOL,Female,Yes,Bank transfer (automatic),102.4,6471.85,No
4937-QPZPO,Male,Yes,Electronic check,99.9,6241.35,No
2925-VDZHY,Male,No,Credit card (automatic),88.7,6501.35,No
6981-TDRFT,Male,Yes,Electronic check,54.3,2317.1,No
3413-CSSTH,Male,Yes,Bank transfer (automatic),55.7,2237.55,No
8033-VCZGH,Male,Yes,Electronic check,103.95,5231.3,No
4789-KWMXN,Male,Yes,Credit card (automatic),110.85,5275.8,Yes
0224-NIJLP,Male,No,Mailed check,20.15,165.5,No
7542-CYDDM,Male,No,Mailed check,20.05,358.5,No
4718-WXBGI,Male,Yes,Credit card (automatic),91.95,6614.9,No
2867-UIMSS,Male,No,Electronic check,80.5,80.5,Yes
8495-PRWFH,Female,No,Electronic check,55.65,2421.75,No
0439-IFYUN,Female,Yes,Electronic check,74.7,1294.6,No
5716-LIBJC,Female,Yes,Credit card (automatic),104.15,1299.1,No
2868-LLSKM,Female,Yes,Bank transfer (automatic),83.65,5733.4,No
8111-RKSPX,Male,Yes,Bank transfer (automatic),72.2,305.55,Yes
2988-QRAJY,Male,Yes,Credit card (automatic),110.05,7430.75,No
1585-MQSSU,Male,No,Mailed check,51.5,900.5,Yes
0071-NDAFP,Male,No,Credit card (automatic),25.5,630.6,No
2856-NNASM,Male,Yes,Mailed check,89.55,3856.75,Yes
7328-ZJAJO,Female,No,Credit card (automatic),19.5,1222.65,No
6458-CYIDZ,Female,No,Electronic check,80.7,374.8,No
8559-CIZFV,Male,No,Mailed check,77.5,1625,Yes
1090-PYKCI,Female,Yes,Credit card (automatic),105.1,7234.8,No
3058-WQDRE,Male,Yes,Bank transfer (automatic),25.15,331.85,No
7547-EKNFS,Male,Yes,Bank transfer (automatic),95.25,3959.35,Yes
2279-AXJJK,Male,Yes,Credit card (automatic),95.65,5088.4,No
6769-DYBQN,Male,No,Electronic check,85,3969.4,Yes
0909-SELIE,Male,Yes,Bank transfer (automatic),80.8,4860.85,No
3417-TSCIC,Male,Yes,Mailed check,24.85,788.05,No
1042-HFUCW,Female,Yes,Credit card (automatic),54.75,1266.35,No
4439-JMPMT,Female,Yes,Electronic check,85.75,470.95,Yes
6537-OTKMY,Male,No,Electronic check,50.75,688.2,No
8999-EXMNO,Female,No,Mailed check,20.15,387.7,No
6725-TPKJO,Male,No,Mailed check,20.05,845.25,No
2446-BEGGB,Female,Yes,Electronic check,98.25,560.6,Yes
7162-WPHPM,Male,No,Credit card (automatic),71.6,4230.25,No
1599-MMYRQ,Male,Yes,Credit card (automatic),81.45,4983.05,No
8821-KVZKQ,Female,Yes,Bank transfer (automatic),58.4,4113.15,No
1496-GGSUK,Female,Yes,Mailed check,25.7,25.7,Yes
6434-TTGJP,Male,No,Credit card (automatic),53.7,521,No
0042-JVWOJ,Male,Yes,Bank transfer (automatic),19.6,471.85,No
0130-SXOUN,Male,No,Credit card (automatic),89.4,5976.9,No
2575-GFSOE,Female,Yes,Electronic check,69,506.9,Yes
2330-PQGDQ,Male,No,Bank transfer (automatic),84.2,4299.75,No
1452-UZOSF,Male,Yes,Credit card (automatic),106.1,7548.6,No
2097-YVPKN,Male,No,Mailed check,25.75,1654.75,No
2842-JTCCU,Male,No,Bank transfer (automatic),46.05,80.35,Yes
8597-CTXVJ,Male,No,Bank transfer (automatic),64.95,4551.5,No
6631-HMANX,Male,Yes,Credit card (automatic),85.45,6227.5,No
9962-BFPDU,Female,No,Mailed check,20.05,20.05,No
3296-SILRA,Female,Yes,Mailed check,76.4,76.4,Yes
9681-OXGVC,Female,Yes,Electronic check,100.5,514,Yes
6394-HHHZM,Male,No,Mailed check,20.7,57.5,No
5995-LFTLE,Male,Yes,Credit card (automatic),25.3,1474.35,No
5180-UCIIQ,Male,No,Mailed check,40.05,880.2,Yes
1932-UEDCX,Male,Yes,Bank transfer (automatic),100.6,3270.25,No
7153-OANIO,Male,No,Electronic check,69.95,69.95,Yes
5188-HGMLP,Male,No,Bank transfer (automatic),74,3919.15,No
0665-XHDJU,Male,Yes,Electronic check,99.4,7285.7,No
6521-YYTYI,Male,Yes,Electronic check,93.3,93.3,Yes
8878-HMWBV,Male,Yes,Electronic check,49.15,169.05,Yes
8265-HKSOW,Female,No,Credit card (automatic),107.45,7658.3,No
3544-FBCAS,Female,Yes,Credit card (automatic),83.6,5959.3,No
5331-RGMTT,Male,Yes,Credit card (automatic),99.05,5295.7,No
4759-PXTAN,Female,Yes,Electronic check,80.1,4693.2,No
7054-DMVAS,Male,Yes,Bank transfer (automatic),65.3,3512.9,No
3428-MMGUB,Male,Yes,Electronic check,89.55,5231.2,No
6549-BTYPG,Female,No,Credit card (automatic),60.8,3603.45,No
7823-JSOAG,Male,No,Electronic check,74.5,217.45,No
3705-RHRFR,Female,No,Bank transfer (automatic),99.15,6875.35,No
9374-YOLBJ,Female,No,Electronic check,19.25,19.25,No
9074-KGVOX,Male,Yes,Credit card (automatic),39.45,2021.35,No
6128-DAFVY,Female,Yes,Credit card (automatic),44.85,2564.95,No
9933-QRGTX,Female,Yes,Electronic check,97.2,5611.75,No
4476-OSWTN,Male,Yes,Mailed check,110.55,7610.1,No
3751-KTZEL,Female,No,Mailed check,35.05,35.05,Yes
1977-STDKI,Female,Yes,Electronic check,73,73,Yes
5066-GFJMM,Female,Yes,Mailed check,19.9,45.75,No
2661-GKBTK,Male,No,Bank transfer (automatic),76.95,4543.95,No
0458-HEUZG,Female,No,Mailed check,35.4,450.4,No
7268-WNTCP,Male,No,Bank transfer (automatic),20.45,1297.35,No
0824-VWDPO,Female,No,Bank transfer (automatic),96.75,4442.75,No
8409-WQJUX,Female,No,Electronic check,54.2,1423.15,No
2578-JQPHZ,Male,No,Bank transfer (automatic),100.1,4378.35,No
3278-FSIXX,Female,Yes,Mailed check,45.25,74.2,No
5813-UECBU,Male,Yes,Credit card (automatic),83.85,2716.3,Yes
0328-GRPMV,Female,Yes,Electronic check,70.1,70.1,Yes
9746-UGFAC,Female,No,Bank transfer (automatic),20.85,450.65,No
2946-KIQSP,Female,Yes,Mailed check,33.45,1175.85,No
0625-AFOHS,Female,No,Mailed check,20.2,558.8,No
6726-WEXXK,Male,Yes,Electronic check,85.9,2220.1,No
4636-OLWOE,Male,Yes,Electronic check,61,3283.05,No
4342-HENTK,Female,Yes,Electronic check,70.65,142.35,Yes
4685-ERGHK,Male,Yes,Electronic check,86.9,4939.25,No
0885-HMGPY,Male,No,Bank transfer (automatic),69.4,4237.5,No
5003-OKNNK,Female,No,Credit card (automatic),20.35,335.95,No
4195-SMMNX,Male,No,Mailed check,20.35,33.2,Yes
7208-PSIHR,Female,Yes,Bank transfer (automatic),104.3,7188.5,No
4012-ZTHBR,Female,Yes,Electronic check,44.95,926.25,No
0489-WMEMG,Female,Yes,Electronic check,49.45,1119.35,No
7435-ZNUYY,Male,No,Mailed check,20.6,116.6,No
1354-YZFNB,Male,No,Credit card (automatic),19.55,68.8,No
6956-SMUCM,Female,Yes,Credit card (automatic),99,287.4,Yes
2985-FMWYF,Female,Yes,Electronic check,93.5,2341.55,No
2812-ENYMO,Male,No,Credit card (automatic),54.55,1362.85,No
2717-HVIZY,Female,No,Mailed check,20.05,163.6,No
3223-WZWJM,Male,Yes,Electronic check,83.95,2254.2,Yes
3422-GALYP,Male,Yes,Electronic check,79.45,145.15,No
9053-JZFKV,Male,No,Credit card (automatic),116.2,7752.3,Yes
2530-ENDWQ,Female,Yes,Bank transfer (automatic),93.7,6585.35,Yes
2890-WFBHU,Female,No,Credit card (automatic),79.85,4786.1,No
0327-WFZSY,Male,No,Electronic check,100,3835.55,No
7977-HXJKU,Male,No,Mailed check,19.6,397,No
6615-ZGEDR,Male,No,Mailed check,19.7,19.7,Yes
7033-CLAMM,Female,No,Bank transfer (automatic),20.2,1027.25,No
4023-RTIQM,Female,Yes,Credit card (automatic),50.4,1580.1,No
0864-FVJNJ,Female,No,Electronic check,113.35,7222.75,No
7356-IWLFW,Male,Yes,Bank transfer (automatic),80,3769.7,No
9541-PWTWO,Female,Yes,Bank transfer (automatic),80.95,4233.95,No
3967-VQOGC,Female,Yes,Mailed check,24.9,1680.25,No
7872-RDDLZ,Female,No,Electronic check,54.9,3725.5,No
9250-WYPLL,Female,No,Electronic check,75.55,413.65,Yes
6308-CQRBU,Female,No,Electronic check,109.25,7707.7,No
2754-XBHTB,Female,Yes,Bank transfer (automatic),77.65,714.15,Yes
